ID,Title,Author,Length,URL,Year,Approach
video116,Unedited robotic-assisted laparoscopic radical prostatectomy with extended pelvic lymphadenectomy,UrologyRobotics,13011.32481,http://dg1fmc8qbela5.cloudfront.net/video116.mp4,2014,posterior
video117,Urethrovesical anastomosis during laparoscopic radical prostatectomy,Uro surgery,1406.641,http://dg1fmc8qbela5.cloudfront.net/video117.mp4,2021,anterior
video118,Urology Teaching Collaborative | 5/28/20 | Dr. John Davis: Robotic Prostatectomy,Urology Teaching Collaborative - Albany Med.,3845.34059,http://dg1fmc8qbela5.cloudfront.net/video118.mp4,2020,anterior
video119,urologybook.com moinzadeh robotic assisted laparoscopic radical prostatectomy with nerve sparing,urologybook,2358.938413,http://dg1fmc8qbela5.cloudfront.net/video119.mp4,2012,anterior
video120,Vipul Patel - Robotic Nerve Sparing Prostatectomy,Fondazione Vincenzo Pansadoro,4285.730249,http://dg1fmc8qbela5.cloudfront.net/video120.mp4,2019,anterior
video121,Weill Cornell Urology: Dr. Jim C. Hu - Radical Prostatectomy,Weill Cornell Urology,2321.043447,http://dg1fmc8qbela5.cloudfront.net/video121.mp4,2021,posterior
video122,Laparoscopic Radical Prostatectomy (Semi Live) | Surgical Videos,Asian Institute of Nephrology & Urology,2373.822,http://dg1fmc8qbela5.cloudfront.net/video122.mp4,2021,posterior
video123,da Vinci Robotic Prostatectomy 3D Video - Dr. Eric Diner,Eric K. Diner MD,5212.32254,http://dg1fmc8qbela5.cloudfront.net/video123.mp4,2012,posterior
video124,Robotic Radical Prostatectomy with Lymph Node Dissection,Eric K. Diner MD,11324.76662,http://dg1fmc8qbela5.cloudfront.net/video124.mp4,2015,anterior
video125,Lap simple prostatectomy transvesical approach/лапароскопическая аденомэктомия/Живая хирургия/Кочкин,Dr Alexey D. Kochkin,5426.898141,http://dg1fmc8qbela5.cloudfront.net/video125.mp4,2021,posterior
video126,Robotic inguinal hernia repair during Radical Prostatectomy,Robotic Surgery,2241.887,http://dg1fmc8qbela5.cloudfront.net/video126.mp4,2021,anterior
video127,CILR 2008 - Richard Gaston - Robotic assisted radical prostatectomy,Fondazione Vincenzo Pansadoro,7045.677,http://dg1fmc8qbela5.cloudfront.net/video127.mp4,2008,anterior
video128,Minimally Invasive Prostatectomy To Treat Prostate Cancer - Dr. Eric Diner,Eric K. Diner MD,5869.261497,http://dg1fmc8qbela5.cloudfront.net/video128.mp4,2012,anterior
video131,lap radical prostatectomy part 1,lap radical prostatectomy part 1,3170.267,http://dg1fmc8qbela5.cloudfront.net/video131.mp4,2017,anterior
video132,Robotic Simple Prostatectomy,Robotic Simple Prostatectomy,1405.689615,http://dg1fmc8qbela5.cloudfront.net/video132.mp4,2016,anterior
video133,Robotic Prostatectomy Performed By Dr. Jason Engel,"Jason D. Engel, M.D.",2096.042078,http://dg1fmc8qbela5.cloudfront.net/video133.mp4,2016,anterior
video134,Robot-assisted radical prostatectomy - Koon Ho Rha,Fondazione Vincenzo Pansadoro,3982.640181,http://dg1fmc8qbela5.cloudfront.net/video134.mp4,2017,posterior
video135,CILR 2016 - Kris Maes - Robotic radical prostatectomy,Fondazione Vincenzo Pansadoro,6779.808798,http://dg1fmc8qbela5.cloudfront.net/video135.mp4,2016,anterior
video136,Robot assisted extrafascial radical prostatectomy - Vito Pansadoro,Fondazione Vincenzo Pansadoro,8332.481,http://dg1fmc8qbela5.cloudfront.net/video136.mp4,2017,anterior
video137,Lap unilateral nerve-sparing prostatectomy live/Живая хирургия/лап простатэктомия/нервсбережение/инь,Dr Alexey D. Kochkin,6084.301497,http://dg1fmc8qbela5.cloudfront.net/video137.mp4,2020,anterior
video138,Live simple prostatectomy/Retzius-sparing/Живая хирургия/Лапароскопическая аденомэктомия,Dr Alexey D. Kochkin,6072.088,http://dg1fmc8qbela5.cloudfront.net/video138.mp4,2020,anterior
video139,Dr Vipul Patel - da Vinci SP radical prostatectomy,Robotic Surgery Academy,3716.47,http://dg1fmc8qbela5.cloudfront.net/video139.mp4,2019,anterior
video140,Volkan Tugcu - Robotic Transperineal Radical Prostatectomy,Fondazione Vincenzo Pansadoro,2292.575782,http://dg1fmc8qbela5.cloudfront.net/video140.mp4,2019,anterior
video141,CILR 2016 - Franco Gaboardi & Bernardo Rocco - Robotic extrafascial prostatectomy,Fondazione Vincenzo Pansadoro,8767.716,http://dg1fmc8qbela5.cloudfront.net/video141.mp4,2016,anterior
video143,First surgery,Robotic prostate cancer surgery by Professor Ren,3622.499,http://dg1fmc8qbela5.cloudfront.net/video143.mp4,2021,anterior
video144,Robotic Prostatectomy 2013,VIP Urology,3625.12254,http://dg1fmc8qbela5.cloudfront.net/video144.mp4,2013,posterior
video145,First surgery,Robotic prostate cancer surgery by Professor Ren,3631.694,http://dg1fmc8qbela5.cloudfront.net/video145.mp4,2021,anterior
video146,Second surgery,Robotic prostate cancer surgery by Professor Ren,3688.862,http://dg1fmc8qbela5.cloudfront.net/video146.mp4,2021,anterior
video147,Dr. Randy Fagin: Robotic Radical Prostatectomy IRUS Live,Vattikuti Foundation,3741.686712,http://dg1fmc8qbela5.cloudfront.net/video147.mp4,2011,posterior
video148,Robot-assisted radical prostatectomy with Retzius preservation - Aldo Bocciardi,Fondazione Vincenzo Pansadoro,3753.413,http://dg1fmc8qbela5.cloudfront.net/video148.mp4,2017,posterior
video150,Robot-assisted laparoscopic radical prostatectomy-RALP- B De Troyer,bart de troyer,3757.778141,http://dg1fmc8qbela5.cloudfront.net/video150.mp4,2017,anterior
video151,Second surgery,Robotic prostate cancer surgery by Professor Ren,3847.500045,http://dg1fmc8qbela5.cloudfront.net/video151.mp4,2021,anterior
video152,"Robotic Radical Prostatectomy -preservation of the anterior complex, and retrograde nerve dissection",Frederico Mascarenhas,3852.887075,http://dg1fmc8qbela5.cloudfront.net/video152.mp4,2021,anterior
video153,2010 AUA Fagin Prostatectomy,VIP Urology,3999.475,http://dg1fmc8qbela5.cloudfront.net/video153.mp4,2010,posterior
video154,Fourth Surgery,Robotic prostate cancer surgery by Professor Ren,4071.898,http://dg1fmc8qbela5.cloudfront.net/video154.mp4,2021,anterior
video155,Robotic Assisted Radical Prostatectomy Post Androgen Deprivation Therapy,Henry Woo,4144.181406,http://dg1fmc8qbela5.cloudfront.net/video155.mp4,2020,anterior
video156,Aldo Bocciardi - Robotic Retzius sparing radical prostatectomy,Fondazione Vincenzo Pansadoro,4185.884444,http://dg1fmc8qbela5.cloudfront.net/video156.mp4,2018,posterior
video157,CILR 2015 - Aldo Bocciardi - Robotic radical prostatectomy,Fondazione Vincenzo Pansadoro,4215.096,http://dg1fmc8qbela5.cloudfront.net/video157.mp4,2015,posterior
video158,CILR 2016 - Richard Gaston - Robotic intrafascial radical prostatectomy,Fondazione Vincenzo Pansadoro,4241.519456,http://dg1fmc8qbela5.cloudfront.net/video158.mp4,2016,anterior
video159,Laparoscopic prostatectomy and pelvic lymphadenectomy - E. Mandron,Fondazione Vincenzo Pansadoro,4256.473107,http://dg1fmc8qbela5.cloudfront.net/video159.mp4,2017,anterior
video160,Robotic-assisted radical prostatectomy,Uro Best Videos,4322.557098,http://dg1fmc8qbela5.cloudfront.net/video160.mp4,2020,anterior
video161,Sixth surgery,Robotic prostate cancer surgery by Professor Ren,4430.019048,http://dg1fmc8qbela5.cloudfront.net/video161.mp4,2021,anterior
video162,Prostatectomia Robótica,Colombo Urologia,4596.900862,http://dg1fmc8qbela5.cloudfront.net/video162.mp4,2020,anterior
video163,Robotic Prostatectomy To Treat Prostate Cancer,Eric K. Diner MD,4603.658,http://dg1fmc8qbela5.cloudfront.net/video163.mp4,2012,posterior
video164,CILR 2015 - Walter Artibani - Robotic radical prostatectomy,Fondazione Vincenzo Pansadoro,4610.81,http://dg1fmc8qbela5.cloudfront.net/video164.mp4,2015,anterior
video165,Richard Gaston - Robotic Nerve sparing radical prostatectomy lateral approach,Fondazione Vincenzo Pansadoro,4638.65034,http://dg1fmc8qbela5.cloudfront.net/video165.mp4,2018,anterior
video166,Fourth surgery,Robotic prostate cancer surgery by Professor Ren,4724.866032,http://dg1fmc8qbela5.cloudfront.net/video166.mp4,2021,anterior
video167,Sixth surgery,Robotic prostate cancer surgery by Professor Ren,4815.749,http://dg1fmc8qbela5.cloudfront.net/video167.mp4,2021,anterior
video168,CILR 2008 - Jens-Uwe Stolzemburg - Extra peritoneal radical prostatectomy,Fondazione Vincenzo Pansadoro,4880.811247,http://dg1fmc8qbela5.cloudfront.net/video168.mp4,2008,anterior
video169,Third surgery,Robotic prostate cancer surgery by Professor Ren,4901.175147,http://dg1fmc8qbela5.cloudfront.net/video169.mp4,2021,anterior
video170,CILR 2015 - Renaud Bollens - Laparoscopic prostatectomy and advanced lymph nodes dissection,Fondazione Vincenzo Pansadoro,4925.208,http://dg1fmc8qbela5.cloudfront.net/video170.mp4,2015,anterior
video171,Dr. Jim Porter daVinci Prostatectomy Full Length Procedure,Vattikuti Foundation,5068.893,http://dg1fmc8qbela5.cloudfront.net/video171.mp4,2011,anterior
video172,Fifth surgery,Robotic prostate cancer surgery by Professor Ren,5104.048,http://dg1fmc8qbela5.cloudfront.net/video172.mp4,2021,anterior
video173,Prostatectomia Radical Extraperitoneal Videolaparoscópica 2020 (Completo)/Laparoscopic Prostatectomy,Suppera Urologia,5135.23229,http://dg1fmc8qbela5.cloudfront.net/video173.mp4,2020,anterior
video174,CILR 2016 - Aldo Bocciardi - Robotic radical prostatectomy,Fondazione Vincenzo Pansadoro,5153.065215,http://dg1fmc8qbela5.cloudfront.net/video174.mp4,2016,posterior
video175,ProstatectomiaRobótica,Colombo Urologia,5233.847438,http://dg1fmc8qbela5.cloudfront.net/video175.mp4,2019,anterior
video176,Prostatectomia Robótica com preservação da fáscia endopélvica,Colombo Urologia,5324.382041,http://dg1fmc8qbela5.cloudfront.net/video176.mp4,2020,anterior
video177,Evangelos Liatsikos - Laparoscopic Nerve sparing extraperitoneal radical prostatectomy,Fondazione Vincenzo Pansadoro,5331.255147,http://dg1fmc8qbela5.cloudfront.net/video177.mp4,2018,anterior
video178,CILR 2016 - Renaud Bollens - Laparoscopic radical prostatectomy,Fondazione Vincenzo Pansadoro,5370.288,http://dg1fmc8qbela5.cloudfront.net/video178.mp4,2016,anterior
video179,"LRP, laparoscopic radical prostatectomy",Supachai S,5490.893,http://dg1fmc8qbela5.cloudfront.net/video179.mp4,2019,anterior
video180,"Robotic radical prostatectomy, intrafascial approach - Franco Gaboardi",Fondazione Vincenzo Pansadoro,5524.35229,http://dg1fmc8qbela5.cloudfront.net/video180.mp4,2017,anterior
video181,Peter Wiklund - Robotic Retzius sparing radical prostatectomy,Fondazione Vincenzo Pansadoro,5592.851156,http://dg1fmc8qbela5.cloudfront.net/video181.mp4,2018,posterior
video182,Laparoscopic radical prostatectomy - Renaud Bollens,Fondazione Vincenzo Pansadoro,5652.434,http://dg1fmc8qbela5.cloudfront.net/video182.mp4,2017,anterior
video183,Robotic Prostatectomy 2009,VIP Urology,5732.728163,http://dg1fmc8qbela5.cloudfront.net/video183.mp4,2009,posterior
video184,Seventh surgery,Robotic prostate cancer surgery by Professor Ren,5760.824308,http://dg1fmc8qbela5.cloudfront.net/video184.mp4,2021,anterior
video185,Robotic Prostatectomy 2011,VIP Urology,5794.447,http://dg1fmc8qbela5.cloudfront.net/video185.mp4,2011,anterior
video186,Lap pelvic lymph node dissection/prostatectomy/PLND/Тазовая лимфаденэктомия/простатэктомия/лимфодисс,Dr Alexey D. Kochkin,5916.815964,http://dg1fmc8qbela5.cloudfront.net/video186.mp4,2018,anterior
video187,Dr. Ingolf Tuerk: daVinci Prostatectomy using the Extraperitoneal Approach,Vattikuti Foundation,5965.763628,http://dg1fmc8qbela5.cloudfront.net/video187.mp4,2011,anterior
video188,CILR 2015 - Günter Janetschek - Laparoscopic radical prostatectomy with ultra targeted PLND,Fondazione Vincenzo Pansadoro,6289.171156,http://dg1fmc8qbela5.cloudfront.net/video188.mp4,2015,anterior
video189,CILR 2012 - Jens Rassweiler - Extraperitoneal retrograde laparoscopic radical prostatectomy,Fondazione Vincenzo Pansadoro,6323.513469,http://dg1fmc8qbela5.cloudfront.net/video189.mp4,2012,anterior
video190,Third Surgery,Robotic prostate cancer surgery by Professor Ren,6396.331247,http://dg1fmc8qbela5.cloudfront.net/video190.mp4,2021,anterior
video191,Robotic Prostatectomy Full Length Case 2012 - Ahlerling,VIP Urology,6775.350567,http://dg1fmc8qbela5.cloudfront.net/video191.mp4,2012,anterior
video192,Live lap prostatectomy lateral approach/Лапароскопическая радикальная простатэктомия боковой доступ,Dr Alexey D. Kochkin,7056.962177,http://dg1fmc8qbela5.cloudfront.net/video192.mp4,2020,anterior
video193,CILR 2008 - Roland Van Velthoven - Transperitoneal radical prostatectomy,Fondazione Vincenzo Pansadoro,7193.124,http://dg1fmc8qbela5.cloudfront.net/video193.mp4,2008,anterior
video194,Laparoscopic Prostatectomy with advanced LND / Лаппростатэктомия с расширенной лимфаденэктомией,Dr.Varlamov,7477.777415,http://dg1fmc8qbela5.cloudfront.net/video194.mp4,2021,anterior
video195,LRP- laparoscopic radical prostatectomy,Supachai S,7662.422494,http://dg1fmc8qbela5.cloudfront.net/video195.mp4,2019,anterior
video196,Laparoscopic Transperitoneal Prostatectomy / Лапароскопическая простатэктомия,Dr.Varlamov,7950.071293,http://dg1fmc8qbela5.cloudfront.net/video196.mp4,2021,anterior
video197,110cc gland nerve sparing radical prostatectomy/радикальная простатэктомия/нервосбережение/инь и янь,Dr Alexey D. Kochkin,8069.584399,http://dg1fmc8qbela5.cloudfront.net/video197.mp4,2021,posterior
video198,CILR 2012 - Jenz-Uwe Stolzenburg - Extraperitoneal laparoscopic radical prostatectomy,Fondazione Vincenzo Pansadoro,8294.818,http://dg1fmc8qbela5.cloudfront.net/video198.mp4,2012,anterior
video199,My 7th Laparoscopic Prostatectomy / Моя 7-я Лапароскопическая простатэктомия,Dr.Varlamov,8602.598458,http://dg1fmc8qbela5.cloudfront.net/video199.mp4,2021,anterior
video201,Francesco Montorsi - Radical Prostatectomy for advanced disease,Fondazione Vincenzo Pansadoro,9210.055692,http://dg1fmc8qbela5.cloudfront.net/video201.mp4,2019,posterior
video202,Dr. Scott Miller: da Vinci Prostatectomy,Vattikuti Foundation,9450.103583,http://dg1fmc8qbela5.cloudfront.net/video202.mp4,2012,posterior
video204,CILR 2016 - Gunter Janetschek - Laparoscopic radical prostatectomy & ultra targeted PLND,Fondazione Vincenzo Pansadoro,11362.05787,http://dg1fmc8qbela5.cloudfront.net/video204.mp4,2016,anterior
video205,My third Laparoscopic Prostatectomy \ Моя третья лапароскопическая простатэктомия,Dr.Varlamov,11774.04952,http://dg1fmc8qbela5.cloudfront.net/video205.mp4,2021,anterior
video206,Robotic Prostatectomy 80 CC Prostate,Eric K. Diner MD,13044.50612,http://dg1fmc8qbela5.cloudfront.net/video206.mp4,2017,anterior
video207,Robotic Radical Prostatectomy - High Risk Disease - Dr. Eric Diner,Eric K. Diner MD,13065.98458,http://dg1fmc8qbela5.cloudfront.net/video207.mp4,2015,posterior
video208,"Robotic Radical Prostatectomy By Eric Diner, MD",Eric K. Diner MD,14006.29986,http://dg1fmc8qbela5.cloudfront.net/video208.mp4,2014,posterior
video209,Antonio Celia - A novel technique for robotic simple prostatectomy,Fondazione Vincenzo Pansadoro,946.816871,http://dg1fmc8qbela5.cloudfront.net/video209.mp4,2021,anterior
video210,Vipul Patel - SP Robotic assisted Radical Prostatectomy,Fondazione Vincenzo Pansadoro,1062.846984,http://dg1fmc8qbela5.cloudfront.net/video210.mp4,2021,anterior
video211,Robotic Radical Prostatectomy Step by Step - Prof. Dr. Ioan COMAN,Minimal Invasive Urology by Prof. Dr. Ioan COMAN,1236.160726,http://dg1fmc8qbela5.cloudfront.net/video211.mp4,2014,anterior
video212,laparoskopowa przedotrzewnowa prostatektomia radykalna - laparoscopic extraperitoneal prostatectomy,Uro Laparoscopy Godlewski,1247.887,http://dg1fmc8qbela5.cloudfront.net/video212.mp4,2019,anterior
video213,Antonio Galfano - Robotic retzius sparing prostatectomy in a bulky anterior tumor,Fondazione Vincenzo Pansadoro,1398.584308,http://dg1fmc8qbela5.cloudfront.net/video213.mp4,2021,posterior
video214,da Vinci Prostatektomie Teil II Live OP 2010,Prostatazentrum Nordwest,1441.657324,http://dg1fmc8qbela5.cloudfront.net/video214.mp4,2010,anterior
video215,Laparoscopic Radical Prostatectomy by Dr Kamlesh Patel,kamlesh patel,1461.162086,http://dg1fmc8qbela5.cloudfront.net/video215.mp4,2019,anterior
video216,"SA-9 ROBOTIC ASSISTED LAPAROSCOPIC PROSTATECTOMY-2 (BILATERAL NERVE SPARING). SERDAR AYKAN,MD",SERDAR AYKAN,1462.694603,http://dg1fmc8qbela5.cloudfront.net/video216.mp4,2019,posterior
video217,Radical prostatectomy l #urologydoctor l kims hospital l cancer prostate l robotic surgery,RoboticUroHyd,1523.623764,http://dg1fmc8qbela5.cloudfront.net/video217.mp4,2021,anterior
video218,Dr. Ahlering narrates da Vinci Robotic Prostatectomy (4 of 5),Victor,1589.104036,http://dg1fmc8qbela5.cloudfront.net/video218.mp4,2011,anterior
video219,Dr. Ahlering narrates da Vinci Robotic Prostatectomy (2 of 5),Victor,1589.197,http://dg1fmc8qbela5.cloudfront.net/video219.mp4,2011,anterior
video220,Dr. Ahlering narrates da Vinci Robotic Prostatectomy (3 of 5),Victor,1589.173696,http://dg1fmc8qbela5.cloudfront.net/video220.mp4,2011,anterior
video221,da Vinci Prostatektomie - Teil I - Live-OP 2010,Prostatazentrum Nordwest,1592.49415,http://dg1fmc8qbela5.cloudfront.net/video221.mp4,2010,anterior
video222,Przedotrzewnowa Laparoskopowa Prostatektomia Radykalna Laparoscopic Radical Prostatectomy,Uro Laparoscopy Godlewski,1656.697324,http://dg1fmc8qbela5.cloudfront.net/video222.mp4,2018,anterior
video223,Third surgery,Robotic prostate cancer surgery by Professor Ren,1707.014966,http://dg1fmc8qbela5.cloudfront.net/video223.mp4,2021,anterior
video224,"Laparoscopic Radical Prostatectomy, Nerve and Bladder neck sparing, Dr Ahmet ŞAHAN",Doç. Dr. Ahmet ŞAHAN,1782.456599,http://dg1fmc8qbela5.cloudfront.net/video224.mp4,2020,anterior
video225,Dr Mani Menon: Robotic Prostatectomy,Vattikuti Foundation,1800.010884,http://dg1fmc8qbela5.cloudfront.net/video225.mp4,2015,anterior
video226,Laparoscopic radical prostatectomy and ePLND,Tibor Flaskó,1805.978413,http://dg1fmc8qbela5.cloudfront.net/video226.mp4,2020,anterior
video227,Complete case of RS-RARP with pentafecta outcome.,Christopher Eden,1808.811247,http://dg1fmc8qbela5.cloudfront.net/video227.mp4,2020,anterior
video228,"Challenging Robotic Radical Prostatectomy With Dense Rectal Adhesions - UF Health, Jacksonville",Urology UF Health Jax,1952.380227,http://dg1fmc8qbela5.cloudfront.net/video228.mp4,2020,anterior
video229,Robot-assisted Millin's retropubic prostatectomy part 2,UrologyHawaii,2015.515283,http://dg1fmc8qbela5.cloudfront.net/video229.mp4,2013,anterior
video230,"SA-39 LAPAROSCOPIC RADICAL PROSTATECTOMY - BILATERAL NERVE SPARING (FULL VIDEO)-6 . SERDAR AYKAN,MD",SERDAR AYKAN,2047.908,http://dg1fmc8qbela5.cloudfront.net/video230.mp4,2019,anterior
video231,Second surgery,Robotic prostate cancer surgery by Professor Ren,2072.102313,http://dg1fmc8qbela5.cloudfront.net/video231.mp4,2021,posterior
video232,Dr. Vipul Patel RALP 2x speed,Brian Allen,2117.497324,http://dg1fmc8qbela5.cloudfront.net/video232.mp4,2018,anterior
video233,Laparoscopic Radical Prostatectomy by Kamlesh Patel,kamlesh patel,2192.149478,http://dg1fmc8qbela5.cloudfront.net/video233.mp4,2019,posterior
video234,Seventh surgery,Robotic prostate cancer surgery by Professor Ren,2195.702132,http://dg1fmc8qbela5.cloudfront.net/video234.mp4,2021,anterior
video236,Prostatectomia Robotica ao vivo,Dr. Rafael Coelho - Urologia,2240.052245,http://dg1fmc8qbela5.cloudfront.net/video236.mp4,2021,anterior
video238,Fifth surgery,Robotic prostate cancer surgery by Professor Ren,2353.575,http://dg1fmc8qbela5.cloudfront.net/video238.mp4,2021,anterior
video239,Fourth surgery,Robotic prostate cancer surgery by Professor Ren,2391.14449,http://dg1fmc8qbela5.cloudfront.net/video239.mp4,2021,posterior
video240,S.P.E.C.I.A.L.™ Technique - Prostatectomy (entire procedure),ScottDMillerMD,2482.120272,http://dg1fmc8qbela5.cloudfront.net/video240.mp4,2012,anterior
video241,Seventh surgery,Robotic prostate cancer surgery by Professor Ren,2569.868481,http://dg1fmc8qbela5.cloudfront.net/video241.mp4,2021,anterior
video242,Robotic-assisted radical prostatectomy,Uro Best Videos,2655.713,http://dg1fmc8qbela5.cloudfront.net/video242.mp4,2020,anterior
video243,Robot-assisted Millin's retropubic prostatectomy part 1,UrologyHawaii,2697.160272,http://dg1fmc8qbela5.cloudfront.net/video243.mp4,2013,anterior
video244,Robotic Nerve-sparing Radical Prostatectomy Part 1,UrologyHawaii,2766.355737,http://dg1fmc8qbela5.cloudfront.net/video244.mp4,2013,anterior
video245,Fifth surgery,Robotic prostate cancer surgery by Professor Ren,2818.276,http://dg1fmc8qbela5.cloudfront.net/video245.mp4,2021,anterior
video246,Seventh surgery,Robotic prostate cancer surgery by Professor Ren,2908.532,http://dg1fmc8qbela5.cloudfront.net/video246.mp4,2021,anterior
video247,Sixth surgery,Robotic prostate cancer surgery by Professor Ren,2908.532,http://dg1fmc8qbela5.cloudfront.net/video247.mp4,2021,anterior
video248,SA-64 laparoscopic radical prostatectomy nerve sparing bladder neck sparing Serdar Aykan MD,SERDAR AYKAN,2976.334,http://dg1fmc8qbela5.cloudfront.net/video248.mp4,2020,anterior
video249,Dr. Greg Lovallo: Simple Prostatectomy,Vattikuti Foundation,3018.060045,http://dg1fmc8qbela5.cloudfront.net/video249.mp4,2015,anterior
video250,Non Nerve Sparing Robotic Assisted Radical Prostatectomy,Pritam Sharma,3036.892,http://dg1fmc8qbela5.cloudfront.net/video250.mp4,2020,posterior
video251,Fourth surgery,Robotic prostate cancer surgery by Professor Ren,3078.571247,http://dg1fmc8qbela5.cloudfront.net/video251.mp4,2021,posterior
video252,Vipul Patel - Complex and challenging RARP,Fondazione Vincenzo Pansadoro,3239.137234,http://dg1fmc8qbela5.cloudfront.net/video252.mp4,2019,anterior
video253,Dr. Vipul Patel - da Vinci Xi radical prostatectomy,Robotic Surgery Academy,3243.967,http://dg1fmc8qbela5.cloudfront.net/video253.mp4,2019,anterior
video254,First surgery,Robotic prostate cancer surgery by Professor Ren,3367.613243,http://dg1fmc8qbela5.cloudfront.net/video254.mp4,2021,anterior
video255,Laparoscopic Radical Prostatectomy (Full operation without editing) by Dr.Ahmet ŞAHAN,Doç. Dr. Ahmet ŞAHAN,3367.381043,http://dg1fmc8qbela5.cloudfront.net/video255.mp4,2021,anterior
video256,"Robotic Prostatectomy, FAST-P Full Case",MCW Robotic Urology,3376.390385,http://dg1fmc8qbela5.cloudfront.net/video256.mp4,2017,posterior
video257,CILR 2015 - Richard Gaston - Robotic intrafascial radical prostatectomy,Fondazione Vincenzo Pansadoro,3379.409,http://dg1fmc8qbela5.cloudfront.net/video257.mp4,2015,anterior
video258,Second surgery,Robotic prostate cancer surgery by Professor Ren,3410.05932,http://dg1fmc8qbela5.cloudfront.net/video258.mp4,2021,posterior
video259,Sixth surgery,Robotic prostate cancer surgery by Professor Ren,3443.055,http://dg1fmc8qbela5.cloudfront.net/video259.mp4,2021,anterior
video260,Third surgery,Robotic prostate cancer surgery by Professor Ren,3450.741,http://dg1fmc8qbela5.cloudfront.net/video260.mp4,2021,anterior
video261,Fifth Surgery,Robotic prostate cancer surgery by Professor Ren,3457.869206,http://dg1fmc8qbela5.cloudfront.net/video261.mp4,2021,anterior
video262,SRS 2020 RALP,Robotic Surgery Academy,3461.05034,http://dg1fmc8qbela5.cloudfront.net/video262.mp4,2020,anterior
video263,Robot-assisted radical prostatectomy - E. Barret,Fondazione Vincenzo Pansadoro,3465.276372,http://dg1fmc8qbela5.cloudfront.net/video263.mp4,2017,anterior
video300,Surgeon 093 – Difficult RP,musicurologyvideo,3089.62,//bcmmedia.s3.amazonaws.com/bcp/video/transcodes/surgeon_093_video_09_2/1548953169/surgeon_093_video_09_2-720p.mp4,2018,posterior
video301,Surgeon 093 – RP,musicurologyvideo,3234.832,//bcmmedia.s3.amazonaws.com/bcp/video/transcodes/surgeon_093_video_04_03/1548951652/surgeon_093_video_04_03-1080p.mp4,2017,posterior
video302,Surgeon 093 – Difficult RP,musicurologyvideo,3451.182,//bcmmedia.s3.amazonaws.com/bcp/video/transcodes/surgeon_093_video_12_11/1548953169/surgeon_093_video_12_11-720p.mp4,2016,posterior
video303,Surgeon 093 – RP,musicurologyvideo,4345.608,//bcmmedia.s3.amazonaws.com/bcp/video/transcodes/surgeon_093_video_01_12/1548951653/surgeon_093_video_01_12-720p.mp4,2014,anterior
video304,Surgeon 093 – Difficult RP,musicurologyvideo,4354.784,//bcmmedia.s3.amazonaws.com/bcp/video/transcodes/surgeon_093_video_07_8/1548953168/surgeon_093_video_07_8-1080p.mp4,2017,posterior
video305,Surgeon 021 – RP,musicurologyvideo,4380.944,//bcmmedia.s3.amazonaws.com/bcp/video/transcodes/surgeon_021_video_02_03/1548865604/surgeon_021_video_02_03-1080p.mp4,2017,anterior
video306,Surgeon 099 – RP,musicurologyvideo,4413.643,//bcmmedia.s3.amazonaws.com/bcp/video/transcodes/surgeon_099_video_01_2015/1550181599/surgeon_099_video_01_2015-720p.mp4,2015,posterior
video307,Surgeon 093 – Difficult RP,musicurologyvideo,5079.742,//bcmmedia.s3.amazonaws.com/bcp/video/transcodes/surgeon_093_video_13_12/1548953169/surgeon_093_video_13_12-720p.mp4,2016,posterior
video308,Surgeon 035 – RP,musicurologyvideo,5124.019,//bcmmedia.s3.amazonaws.com/bcp/video/transcodes/surgeon_035_video_01_8/1550159525/surgeon_035_video_01_8-1080p.mp4,2014,anterior
video309,Surgeon 067 – RP,musicurologyvideo,5151.113,//bcmmedia.s3.amazonaws.com/bcp/video/transcodes/surgeon_067_video_06_07/1548878650/surgeon_067_video_06_07-1080p.mp4,2017,anterior
video310,Surgeon 067 – RP,musicurologyvideo,5257.785866,//bcmmedia.s3.amazonaws.com/bcp/video/transcodes/surgeon_067_video_02_01/1548874879/surgeon_067_video_02_01-1080p.mp4,2017,anterior
video311,Surgeon 067 – RP,musicurologyvideo,5306.502,//bcmmedia.s3.amazonaws.com/bcp/video/transcodes/surgeon_067_video_05_07/1548878650/surgeon_067_video_05_07-1080p.mp4,2017,anterior
